Proposal ID,Programme Name,Sub-Programme,Supplement,Lead Applicant,ORCID ID,Research Body,Funder Name,Crossref Funder Registry ID,Proposal Title,Start Date,End Date, Current Total Commitment 
07/RFP/GEOF287,SFI Research Frontiers Programme,,,Patrick Orr,https://orcid.org/0000-0002-6740-1656,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Exceptional preservation of vertebrates in Permo-Carboniferous continental basins,2007-09-01,2011-02-28," 183,846.65 "
07/RFP/GEOF340,SFI Research Frontiers Programme,,,John Walsh,https://orcid.org/0000-0001-6043-6015,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Discrete element modelling of the growth and scaling of joint systems within geological multi-layers,2007-09-01,2010-08-16," 146,419.47 "
07/RFP/MASF159,SFI Research Frontiers Programme,,,Cosima Stubenrauch,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Microemulsions as Templates for New Materials - Metallic Nanoparticles and High Surface Area Polymers,2007-09-01,2010-08-16," 142,093.28 "
07/RFP/MASF315,SFI Research Frontiers Programme,,,Vitaly Buckin,https://orcid.org/0000-0003-4491-4480,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,New ultrasonic method for analysis of phase diagrams and nano-structural characterisation of microemulsion systems.,2007-07-01,2011-03-31," 209,550.00 "
07/RFP/MATF191,SFI Research Frontiers Programme,,,Thomas Unger,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,The Hasse principle for weak isotropy of central simple algebras with an involution of the second kind,2007-05-01,2010-04-15," 99,918.69 "
07/RFP/MATF846,SFI Research Frontiers Programme,,,Gary McGuire,https://orcid.org/0000-0003-2105-9792,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Genus 2 Curves and their Applications to Cryptography and Coding Theory,2007-09-01,2010-08-16," 167,947.91 "
07/RFP/PHYF271,SFI Research Frontiers Programme,,,John Quinn,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Cross-calibration of GLAST and VERITAS to Understand the High Energy Gamma-Ray Emission from Blazars,2007-09-01,2011-08-11," 214,224.95 "
07/RFP/PHYF295,SFI Research Frontiers Programme,,,Lorraine Hanlon,https://orcid.org/0000-0003-2931-3732,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Early optical afterglow observations of gamma-ray bursts with a robotic telescope,2007-09-01,2011-08-11," 238,837.25 "
07/RFP/PHYF393,SFI Research Frontiers Programme,,,Ronan McNulty,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Testing the standard model and measuring the parton distribution functions using W and Z decays to muons at the LHCb experiment,2007-09-01,2010-08-16," 235,700.00 "
07/RFP/BICF165,SFI Research Frontiers Programme,,,John Mackrill,https://orcid.org/0000-0003-2473-129X,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Regulation of Ryanodine Receptor Calcium Channels by Selenoprotein N,2007-08-01,2011-07-11," 179,482.10 "
07/RFP/BICF617,SFI Research Frontiers Programme,,,Rosemary O'Connor,https://orcid.org/0000-0002-0687-3422,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Regulation of IGF-I Receptor function.,2007-07-01,2011-06-10," 233,988.35 "
07/RFP/BIMF511,SFI Research Frontiers Programme,,,Catharine Pettigrew,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Cortical representations of spoken word processing and exploration of the neurobiological language-action model,2007-09-01,2010-08-31," 166,089.27 "
07/RFP/BIMF514,SFI Research Frontiers Programme,,,Vincent Healy,https://orcid.org/0000-0002-0617-3864,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,An investigation into the mechanisms underlying the urinary excretion of salt caused by gamma-melanocyte stimulating hormone (g-MSH) in the kidney.,2007-09-01,2011-02-12," 218,624.17 "
07/RFP/BIMF542,SFI Research Frontiers Programme,,,Mark Tangney,https://orcid.org/0000-0002-6314-1260,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Listeria monocytogenes as a vector for cancer gene therapy.,2007-09-01,2008-08-26," 86,467.30 "
07/RFP/BIMF548,SFI Research Frontiers Programme,,,John Mackrill,https://orcid.org/0000-0003-2473-129X,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Ryanodine Receptor Expression in Trophoblasts,2007-07-01,2011-03-12," 174,540.48 "
07/RFP/BIMF648,SFI Research Frontiers Programme,,,Cora O'Neill,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Understanding mechanisms by which loss of function of PINK1 causes neurodegeneration.,2007-09-01,2010-09-15," 196,464.65 "
07/RFP/BIMF796,SFI Research Frontiers Programme,,,Louise Kenny,https://orcid.org/0000-0002-9011-759X,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Overactivity of poly(ADP) ribosylation and vascular dysfunction in pre-eclampsia,2007-09-01,2010-08-16," 229,586.42 "
07/RFP/BIMF816,SFI Research Frontiers Programme,,,Noel Caplice,https://orcid.org/0000-0001-5445-1016,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Use of a novel stent for cell based bypass of chronic vascular occlusion,2007-07-01,2011-10-31," 165,027.43 "
07/RFP/CHEF501,SFI Research Frontiers Programme,,,John Wenger,https://orcid.org/0000-0002-4109-976X,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,The Atmospheric Chemistry of Naphthalene,2007-07-01,2010-06-15," 209,278.61 "
07/RFP/CHEF520,SFI Research Frontiers Programme,,,John Sodeau,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Investigating sulfur dioxide aerosols and their tropospheric chemistry,2007-09-01,2010-08-16," 202,981.20 "
07/RFP/CHEF547,SFI Research Frontiers Programme,,,Jeremy D. Glennon,https://orcid.org/0000-0003-0527-5188,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Supercritical fluid functionalisation for rapid analysis on-chip (particles pores and surfaces),2007-09-01,2010-08-16," 224,177.20 "
07/RFP/CMSF641,SFI Research Frontiers Programme,,,Anthony Seda,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,The time/space efficiency of simple models of computation,2007-09-01,2010-08-16," 173,857.38 "
07/RFP/GEN/F546,SFI Research Frontiers Programme,,,David Clarke,https://orcid.org/0000-0001-9082-0501,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Integrating metabolism and genomics: aromatic amino acid metabolism in photorhabus luminescence.,2007-08-01,2010-12-13," 178,437.96 "
07/RFP/GEN/F615,SFI Research Frontiers Programme,,,Tom Moore,https://orcid.org/0000-0001-9712-9625,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Molecular genetics of the imprinted SPRY3 gene,2007-08-01,2010-07-16," 185,523.33 "
07/RFP/GEOF127,SFI Research Frontiers Programme,,,John Gamble,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,The Tertiary Flood Basalt Succession of NE Ireland: Large Igneous Provinces Mantle Plumes Magma Petrogenesis and the Opening of the North Atlantic.,2007-08-27,2011-05-08," 159,587.52 "
07/RFP/GEOF716,SFI Research Frontiers Programme,,,Dean Venables,https://orcid.org/0000-0002-4135-1793,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Think local act global: Quantifying the contributions of small scale terrestrial and marine sources to the global atmosphere,2007-08-01,2011-01-12," 216,363.51 "
07/RFP/MASF710,SFI Research Frontiers Programme,,,Justin Holmes,https://orcid.org/0000-0001-5087-8936,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Nanocable Arrays for Future Electronics,2007-09-01,2010-08-16," 219,421.49 "
07/RFP/MATF543,SFI Research Frontiers Programme,,,Kingshuk Roy Choudhury,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Statistical Methods for the measurement and analysis of Multiple Marker Fluorescence Cytometry studies,2007-09-01,2011-08-11," 161,546.54 "
07/RFP/MATF634,SFI Research Frontiers Programme,,,Benjamin McKay,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Differential equations with hyperelliptic integral curves,2007-09-01,2010-08-16," 85,214.60 "
07/RFP/MATF636,SFI Research Frontiers Programme,,,Benjamin McKay,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Singularities of Ricci flow on G2-structures,2007-09-01,2010-08-16," 86,298.90 "
07/RFP/MATF802,SFI Research Frontiers Programme,,,Bernard Hanzon,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Financial Algebra: Developing High Performance Algorithms for Finance using Algebra.,2007-08-01,2011-11-30," 195,443.27 "
07/RFP/PHYF148,SFI Research Frontiers Programme,,,Niall O'Murchadha,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Analytical foundations of numerical general relativity,2007-09-01,2010-12-14," 220,076.65 "
07/RFP/PHYF622,SFI Research Frontiers Programme,,,Albert A. Ruth,https://orcid.org/0000-0001-5935-5170,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Cavity-enhanced evanescent wave absorption spectroscopy for the study of biomolecular systems on surfaces,2007-09-01,2011-03-14," 191,753.35 "
07/RFP/PHYF518,SFI Research Frontiers Programme,,,Sile Nic Chormaic,,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Manipulation Schemes for Cold Atoms,2007-07-01,2010-09-13," 196,972.60 "
07/RFP/ENMF374,SFI Research Frontiers Programme,,,Neil Rowan,https://orcid.org/0000-0003-1228-3733,Athlone Institute of Technology (AIT),Science Foundation Ireland,10.13039/501100001602,Investigation of the efficacy and biocompatability of pulsed power electrotechnologies for the novel decontamination and sterilisation of prion-contaminated medical instruments and devices,2007-09-01,2010-08-31," 87,580.00 "
07/RFP/BIMF377,SFI Research Frontiers Programme,,,Keith Thornbury,,Dundalk Institute of Technology (DkIT),Science Foundation Ireland,10.13039/501100001602,Role of interstitial cells of Cajal in corpus cavernosum,2007-09-01,2011-08-11," 198,395.10 "
07/RFP/MATF844,SFI Research Frontiers Programme,,,Brendan Guilfoyle,,Munster Technological University (MTU),Science Foundation Ireland,10.13039/501100001602,The Kaehler Structure on the space of Oriented Lines in Euclidean 3-space,2007-09-01,2010-11-14," 191,956.49 "
07/RFP/BICF685,SFI Research Frontiers Programme,,,Tewfik Soulimane,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Functional and structural analysis of respiratory chain complexes from Thermus thermophilus,2007-09-01,2010-08-16," 208,503.40 "
07/RFP/CMSF631,SFI Research Frontiers Programme,,,Thomas Coffey,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Unified Verification for Security Protocol Design,2007-07-01,2011-06-10," 177,669.38 "
07/RFP/ENEF500,SFI Research Frontiers Programme,,,Khalil Arshak,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Devising a NAno-BioSensor Platform to Detect and Monitor Food-borne Pathogens (DNA-Sens),2007-09-01,2011-10-31," 232,647.98 "
07/RFP/ENEF662,SFI Research Frontiers Programme,,,Elfed Lewis,https://orcid.org/0000-0003-4174-7090,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Instantaneous Temperature Measurement of Gases using Acoustic Means and Novel Sensing Techniques,2007-09-01,2010-11-14," 185,190.95 "
07/RFP/GEOF833,SFI Research Frontiers Programme,,,Michael Hayes,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Studies of chars and their applications as soil additives and plant growth stimulators.,2007-09-01,2012-09-30," 194,977.51 "
07/RFP/MASF508,SFI Research Frontiers Programme,,,Conor McCarthy,https://orcid.org/0000-0002-8711-9770,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,A three-dimensional multi-scale composites damage model,2007-07-01,2010-06-15," 207,233.37 "
07/RFP/MATF838,SFI Research Frontiers Programme,,,Kevin Hayes,https://orcid.org/0000-0003-4131-5482,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Method Comparison Studies,2007-07-01,2011-06-30," 123,442.00 "
07/RFP/BICF708,SFI Research Frontiers Programme,,,Philip Cummins,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Neutral Endopeptidase Regulation within the Vascular Endothelium by Shear Stress: Role of Reactive Oxygen Species (ROS),2007-08-01,2011-03-13," 191,949.43 "
07/RFP/CHEF755,SFI Research Frontiers Programme,,,Mirek Macka,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Electrohydrodynamic Focusing in 2 Dimensional Planar Microfluidic Devices for Preconcentration of Low Abundance Bioanalytes,2007-09-01,2010-08-31," 142,045.00 "
07/RFP/CHEF817,SFI Research Frontiers Programme,,,Michael Oelgemoeller,https://orcid.org/,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,MicroPhotochemistry - a new tool in drug development,2007-06-01,2010-11-12," 153,569.09 "
07/RFP/CHEF819,SFI Research Frontiers Programme,,,Malcolm Smyth,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,EMµ The Next Generation of Separation Science,2007-09-01,2010-12-14," 188,585.37 "
07/RFP/CMSF428,SFI Research Frontiers Programme,,,Michael Scott,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Setting new records for the solution of the Discrete Logarithm problem with applications to Cryptography,2007-09-01,2010-08-16," 195,459.23 "
07/RFP/CMSF429,SFI Research Frontiers Programme,,,Claus Pahl,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,CASCAR - Context-determined Autonomic Service Composition and ARchitecture,2007-09-01,2011-02-12," 181,595.46 "
07/RFP/CMSF696,SFI Research Frontiers Programme,,,Jennifer McManis,https://orcid.org/0000-0002-7684-407X,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,A Multimedia-based Adaptive Hypermedia System for E-Learning,2007-09-01,2010-12-14," 187,785.00 "
07/RFP/CMSF724,SFI Research Frontiers Programme,,,Heather Ruskin,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Biological Networks: A Systems Engineering Approach to Epigenetics,2007-09-01,2010-08-31," 180,112.00 "
07/RFP/EEEOBF768,SFI Research Frontiers Programme,,,Michael Oelgemoeller,https://orcid.org/,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Assessment of pharmaceutical residue levels in industrial waste waters and their removal using photocatalysis,2007-06-01,2010-11-12," 211,240.50 "
07/RFP/ENEF674,SFI Research Frontiers Programme,,,Liam Barry,https://orcid.org/0000-0001-8366-4790,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Hybrid Radio over Fiber Systems for Ultra WideBand Transmission Networks,2007-09-01,2011-02-12," 174,374.51 "
07/RFP/ENMF660,SFI Research Frontiers Programme,,,Caitriona Lally,https://orcid.org/0000-0003-4141-1685,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Developement of a method to predict which carotid plaques will rupture using computerised tomographic angiography duplex ultrasound with grey-scale median imaging numerical modelling tissue testing and human serum markers,2007-09-01,2010-11-14," 208,100.00 "
07/RFP/GEOF509,SFI Research Frontiers Programme,,,Brian Kelleher,https://orcid.org/0000-0002-6574-5914,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Assessing the role of the microbial biomass component of soil organic matter in the global carbon cycle.,2007-09-01,2010-08-16," 218,026.40 "
